LAUS Code,State,County,County Name/State Abbreviation,Period,Force,Employed,Unemployed,(%)
CN2714700000000,27,147,"Steele County, MN",Feb-22,19608,19082,526,2.70000000
CN2714900000000,27,149,"Stevens County, MN",Feb-22,5200,5074,126,2.40000000
CN2715100000000,27,151,"Swift County, MN",Feb-22,4676,4513,163,3.50000000
CN2715300000000,27,153,"Todd County, MN",Feb-22,13460,12977,483,3.60000000
CN2715500000000,27,155,"Traverse County, MN",Feb-22,1656,1605,51,3.10000000
CN2715700000000,27,157,"Wabasha County, MN",Feb-22,12390,12041,349,2.80000000
CN2715900000000,27,159,"Wadena County, MN",Feb-22,6010,5712,298,5.00000000
CN2716100000000,27,161,"Waseca County, MN",Feb-22,8626,8312,314,3.60000000
CN2716300000000,27,163,"Washington County, MN",Feb-22,145170,142232,2938,2.00000000
CN2716500000000,27,165,"Watonwan County, MN",Feb-22,6480,6319,161,2.50000000
CN2716700000000,27,167,"Wilkin County, MN",Feb-22,3363,3284,79,2.30000000
CN2716900000000,27,169,"Winona County, MN",Feb-22,27859,27296,563,2.00000000
CN2717100000000,27,171,"Wright County, MN",Feb-22,77063,74983,2080,2.70000000
CN2717300000000,27,173,"Yellow Medicine County, MN",Feb-22,5004,4846,158,3.20000000
CN2800100000000,28,001,"Adams County, MS",Feb-22,10395,9713,682,6.60000000
CN2800300000000,28,003,"Alcorn County, MS",Feb-22,15494,14880,614,4.00000000
CN2800500000000,28,005,"Amite County, MS",Feb-22,4396,4135,261,5.90000000
CN2800700000000,28,007,"Attala County, MS",Feb-22,7103,6766,337,4.70000000
CN2800900000000,28,009,"Benton County, MS",Feb-22,3084,2920,164,5.30000000
CN2801100000000,28,011,"Bolivar County, MS",Feb-22,11370,10760,610,5.40000000
CN2801300000000,28,013,"Calhoun County, MS",Feb-22,5388,5151,237,4.40000000
CN2801500000000,28,015,"Carroll County, MS",Feb-22,3556,3383,173,4.90000000
CN2801700000000,28,017,"Chickasaw County, MS",Feb-22,6937,6615,322,4.60000000
CN2801900000000,28,019,"Choctaw County, MS",Feb-22,3588,3437,151,4.20000000
CN2802100000000,28,021,"Claiborne County, MS",Feb-22,2930,2669,261,8.90000000
CN2802300000000,28,023,"Clarke County, MS",Feb-22,5695,5388,307,5.40000000
CN2802500000000,28,025,"Clay County, MS",Feb-22,8320,7883,437,5.30000000
CN2802700000000,28,027,"Coahoma County, MS",Feb-22,7913,7387,526,6.60000000
CN2802900000000,28,029,"Copiah County, MS",Feb-22,10710,10163,547,5.10000000
CN2803100000000,28,031,"Covington County, MS",Feb-22,8170,7842,328,4.00000000
CN2803300000000,28,033,"DeSoto County, MS",Feb-22,94497,91161,3336,3.50000000
CN2803500000000,28,035,"Forrest County, MS",Feb-22,33562,32101,1461,4.40000000
CN2803700000000,28,037,"Franklin County, MS",Feb-22,2626,2480,146,5.60000000
CN2803900000000,28,039,"George County, MS",Feb-22,8680,8165,515,5.90000000
CN2804100000000,28,041,"Greene County, MS",Feb-22,4199,3937,262,6.20000000
CN2804300000000,28,043,"Grenada County, MS",Feb-22,9227,8858,369,4.00000000
CN2804500000000,28,045,"Hancock County, MS",Feb-22,19301,18403,898,4.70000000
CN2804700000000,28,047,"Harrison County, MS",Feb-22,88797,84946,3851,4.30000000
CN2804900000000,28,049,"Hinds County, MS",Feb-22,101261,96511,4750,4.70000000
CN2805100000000,28,051,"Holmes County, MS",Feb-22,5072,4644,428,8.40000000
CN2805300000000,28,053,"Humphreys County, MS",Feb-22,1962,1760,202,10.30000000
CN2805500000000,28,055,"Issaquena County, MS",Feb-22,318,291,27,8.50000000
CN2805700000000,28,057,"Itawamba County, MS",Feb-22,10429,10053,376,3.60000000
CN2805900000000,28,059,"Jackson County, MS",Feb-22,59576,56658,2918,4.90000000
CN2806100000000,28,061,"Jasper County, MS",Feb-22,5791,5445,346,6.00000000
CN2806300000000,28,063,"Jefferson County, MS",Feb-22,1893,1621,272,14.40000000
CN2806500000000,28,065,"Jefferson Davis County, MS",Feb-22,3894,3651,243,6.20000000
CN2806700000000,28,067,"Jones County, MS",Feb-22,24588,23436,1152,4.70000000
CN2806900000000,28,069,"Kemper County, MS",Feb-22,3278,3078,200,6.10000000
CN2807100000000,28,071,"Lafayette County, MS",Feb-22,28539,27587,952,3.30000000
CN2807300000000,28,073,"Lamar County, MS",Feb-22,31858,30754,1104,3.50000000
CN2807500000000,28,075,"Lauderdale County, MS",Feb-22,29203,27914,1289,4.40000000
CN2807700000000,28,077,"Lawrence County, MS",Feb-22,4598,4339,259,5.60000000
CN2807900000000,28,079,"Leake County, MS",Feb-22,8024,7651,373,4.60000000
CN2808100000000,28,081,"Lee County, MS",Feb-22,41495,40018,1477,3.60000000
CN2808300000000,28,083,"Leflore County, MS",Feb-22,10071,9465,606,6.00000000
CN2808500000000,28,085,"Lincoln County, MS",Feb-22,14934,14335,599,4.00000000
CN2808700000000,28,087,"Lowndes County, MS",Feb-22,25938,24767,1171,4.50000000
CN2808900000000,28,089,"Madison County, MS",Feb-22,52886,51027,1859,3.50000000
CN2809100000000,28,091,"Marion County, MS",Feb-22,10496,10068,428,4.10000000
CN2809300000000,28,093,"Marshall County, MS",Feb-22,14377,13734,643,4.50000000
CN2809500000000,28,095,"Monroe County, MS",Feb-22,16104,15436,668,4.10000000
CN2809700000000,28,097,"Montgomery County, MS",Feb-22,3953,3762,191,4.80000000
CN2809900000000,28,099,"Neshoba County, MS",Feb-22,10034,9540,494,4.90000000
CN2810100000000,28,101,"Newton County, MS",Feb-22,8250,7872,378,4.60000000
CN2810300000000,28,103,"Noxubee County, MS",Feb-22,3566,3315,251,7.00000000
CN2810500000000,28,105,"Oktibbeha County, MS",Feb-22,23059,22074,985,4.30000000
CN2810700000000,28,107,"Panola County, MS",Feb-22,12612,11901,711,5.60000000
CN2810900000000,28,109,"Pearl River County, MS",Feb-22,23883,22845,1038,4.30000000
CN2811100000000,28,111,"Perry County, MS",Feb-22,4285,4051,234,5.50000000
CN2811300000000,28,113,"Pike County, MS",Feb-22,14394,13579,815,5.70000000
CN2811500000000,28,115,"Pontotoc County, MS",Feb-22,15120,14591,529,3.50000000
CN2811700000000,28,117,"Prentiss County, MS",Feb-22,11454,11041,413,3.60000000
CN2811900000000,28,119,"Quitman County, MS",Feb-22,2321,2173,148,6.40000000
CN2812100000000,28,121,"Rankin County, MS",Feb-22,75832,73369,2463,3.20000000
CN2812300000000,28,123,"Scott County, MS",Feb-22,12414,11939,475,3.80000000
CN2812500000000,28,125,"Sharkey County, MS",Feb-22,1444,1338,106,7.30000000
CN2812700000000,28,127,"Simpson County, MS",Feb-22,10508,10058,450,4.30000000
CN2812900000000,28,129,"Smith County, MS",Feb-22,6672,6406,266,4.00000000
CN2813100000000,28,131,"Stone County, MS",Feb-22,7047,6730,317,4.50000000
CN2813300000000,28,133,"Sunflower County, MS",Feb-22,7426,6913,513,6.90000000
CN2813500000000,28,135,"Tallahatchie County, MS",Feb-22,4728,4487,241,5.10000000
CN2813700000000,28,137,"Tate County, MS",Feb-22,12241,11716,525,4.30000000
CN2813900000000,28,139,"Tippah County, MS",Feb-22,9844,9484,360,3.70000000
CN2814100000000,28,141,"Tishomingo County, MS",Feb-22,8423,8082,341,4.00000000
CN2814300000000,28,143,"Tunica County, MS",Feb-22,4254,3992,262,6.20000000
CN2814500000000,28,145,"Union County, MS",Feb-22,14386,13925,461,3.20000000
CN2814700000000,28,147,"Walthall County, MS",Feb-22,4954,4687,267,5.40000000
CN2814900000000,28,149,"Warren County, MS",Feb-22,19423,18484,939,4.80000000
CN2815100000000,28,151,"Washington County, MS",Feb-22,15612,14574,1038,6.60000000
CN2815300000000,28,153,"Wayne County, MS",Feb-22,7451,7051,400,5.40000000
CN2815500000000,28,155,"Webster County, MS",Feb-22,4004,3836,168,4.20000000
CN2815700000000,28,157,"Wilkinson County, MS",Feb-22,2635,2422,213,8.10000000
CN2815900000000,28,159,"Winston County, MS",Feb-22,7125,6775,350,4.90000000
CN2816100000000,28,161,"Yalobusha County, MS",Feb-22,4956,4738,218,4.40000000
CN2816300000000,28,163,"Yazoo County, MS",Feb-22,8875,8361,514,5.80000000
CN2900100000000,29,001,"Adair County, MO",Feb-22,9863,9508,355,3.60000000
CN2900300000000,29,003,"Andrew County, MO",Feb-22,9802,9538,264,2.70000000
CN2900500000000,29,005,"Atchison County, MO",Feb-22,2634,2557,77,2.90000000
CN2900700000000,29,007,"Audrain County, MO",Feb-22,10224,9886,338,3.30000000
CN2900900000000,29,009,"Barry County, MO",Feb-22,14968,14398,570,3.80000000
CN2901100000000,29,011,"Barton County, MO",Feb-22,5173,5020,153,3.00000000
CN2901300000000,29,013,"Bates County, MO",Feb-22,7689,7376,313,4.10000000
CN2901500000000,29,015,"Benton County, MO",Feb-22,7295,6889,406,5.60000000
CN2901700000000,29,017,"Bollinger County, MO",Feb-22,5391,5205,186,3.50000000
CN2901900000000,29,019,"Boone County, MO",Feb-22,100773,98421,2352,2.30000000
CN2902100000000,29,021,"Buchanan County, MO",Feb-22,43989,42591,1398,3.20000000
CN2902300000000,29,023,"Butler County, MO",Feb-22,18210,17502,708,3.90000000
CN2902500000000,29,025,"Caldwell County, MO",Feb-22,4327,4100,227,5.20000000
CN2902700000000,29,027,"Callaway County, MO",Feb-22,21391,20759,632,3.00000000
CN2902900000000,29,029,"Camden County, MO",Feb-22,18296,17298,998,5.50000000
CN2903100000000,29,031,"Cape Girardeau County, MO",Feb-22,40998,39875,1123,2.70000000
CN2903300000000,29,033,"Carroll County, MO",Feb-22,4506,4307,199,4.40000000
CN2903500000000,29,035,"Carter County, MO",Feb-22,2529,2387,142,5.60000000
CN2903700000000,29,037,"Cass County, MO",Feb-22,54941,53082,1859,3.40000000
CN2903900000000,29,039,"Cedar County, MO",Feb-22,5729,5554,175,3.10000000
CN2904100000000,29,041,"Chariton County, MO",Feb-22,3719,3608,111,3.00000000
CN2904300000000,29,043,"Christian County, MO",Feb-22,47822,46502,1320,2.80000000
CN2904500000000,29,045,"Clark County, MO",Feb-22,3074,2956,118,3.80000000
CN2904700000000,29,047,"Clay County, MO",Feb-22,140436,133715,6721,4.80000000
CN2904900000000,29,049,"Clinton County, MO",Feb-22,10808,10206,602,5.60000000
CN2905100000000,29,051,"Cole County, MO",Feb-22,38776,37819,957,2.50000000
CN2905300000000,29,053,"Cooper County, MO",Feb-22,7024,6800,224,3.20000000
CN2905500000000,29,055,"Crawford County, MO",Feb-22,10901,10465,436,4.00000000
CN2905700000000,29,057,"Dade County, MO",Feb-22,3523,3425,98,2.80000000
CN2905900000000,29,059,"Dallas County, MO",Feb-22,7288,7024,264,3.60000000
CN2906100000000,29,061,"Daviess County, MO",Feb-22,4028,3886,142,3.50000000
CN2906300000000,29,063,"DeKalb County, MO",Feb-22,4210,4055,155,3.70000000
CN2906500000000,29,065,"Dent County, MO",Feb-22,6205,5966,239,3.90000000
CN2906700000000,29,067,"Douglas County, MO",Feb-22,5192,5017,175,3.40000000
CN2906900000000,29,069,"Dunklin County, MO",Feb-22,11154,10486,668,6.00000000
CN2907100000000,29,071,"Franklin County, MO",Feb-22,53176,51410,1766,3.30000000
CN2907300000000,29,073,"Gasconade County, MO",Feb-22,7574,7345,229,3.00000000
CN2907500000000,29,075,"Gentry County, MO",Feb-22,3278,3194,84,2.60000000
CN2907700000000,29,077,"Greene County, MO",Feb-22,155703,151697,4006,2.60000000
CN2907900000000,29,079,"Grundy County, MO",Feb-22,4125,3983,142,3.40000000
CN2908100000000,29,081,"Harrison County, MO",Feb-22,3755,3613,142,3.80000000
CN2908300000000,29,083,"Henry County, MO",Feb-22,10134,9796,338,3.30000000
CN2908500000000,29,085,"Hickory County, MO",Feb-22,3883,3733,150,3.90000000
CN2908700000000,29,087,"Holt County, MO",Feb-22,2416,2359,57,2.40000000
CN2908900000000,29,089,"Howard County, MO",Feb-22,4870,4733,137,2.80000000
CN2909100000000,29,091,"Howell County, MO",Feb-22,16216,15613,603,3.70000000
CN2909300000000,29,093,"Iron County, MO",Feb-22,3479,3293,186,5.30000000
CN2909500000000,29,095,"Jackson County, MO",Feb-22,363063,345968,17095,4.70000000
CN2909700000000,29,097,"Jasper County, MO",Feb-22,57673,56022,1651,2.90000000
CN2909900000000,29,099,"Jefferson County, MO",Feb-22,118812,114738,4074,3.40000000
CN2910100000000,29,101,"Johnson County, MO",Feb-22,23082,22294,788,3.40000000
CN2910300000000,29,103,"Knox County, MO",Feb-22,1690,1638,52,3.10000000
CN2910500000000,29,105,"Laclede County, MO",Feb-22,16578,15986,592,3.60000000
CN2910700000000,29,107,"Lafayette County, MO",Feb-22,16828,16122,706,4.20000000
CN2910900000000,29,109,"Lawrence County, MO",Feb-22,17331,16780,551,3.20000000
CN2911100000000,29,111,"Lewis County, MO",Feb-22,4744,4600,144,3.00000000
CN2911300000000,29,113,"Lincoln County, MO",Feb-22,29478,28345,1133,3.80000000
CN2911500000000,29,115,"Linn County, MO",Feb-22,5020,4791,229,4.60000000
CN2911700000000,29,117,"Livingston County, MO",Feb-22,7231,7023,208,2.90000000
CN2911900000000,29,119,"McDonald County, MO",Feb-22,11007,10666,341,3.10000000
CN2912100000000,29,121,"Macon County, MO",Feb-22,7367,7117,250,3.40000000
CN2912300000000,29,123,"Madison County, MO",Feb-22,5470,5269,201,3.70000000
CN2912500000000,29,125,"Maries County, MO",Feb-22,3918,3790,128,3.30000000
CN2912700000000,29,127,"Marion County, MO",Feb-22,13894,13469,425,3.10000000
CN2912900000000,29,129,"Mercer County, MO",Feb-22,1759,1701,58,3.30000000
CN2913100000000,29,131,"Miller County, MO",Feb-22,12497,11993,504,4.00000000
CN2913300000000,29,133,"Mississippi County, MO",Feb-22,5307,5089,218,4.10000000
CN2913500000000,29,135,"Moniteau County, MO",Feb-22,7052,6806,246,3.50000000
CN2913700000000,29,137,"Monroe County, MO",Feb-22,3741,3585,156,4.20000000
CN2913900000000,29,139,"Montgomery County, MO",Feb-22,5785,5589,196,3.40000000
CN2914100000000,29,141,"Morgan County, MO",Feb-22,8533,8167,366,4.30000000
CN2914300000000,29,143,"New Madrid County, MO",Feb-22,8257,7925,332,4.00000000
CN2914500000000,29,145,"Newton County, MO",Feb-22,27313,26507,806,3.00000000
CN2914700000000,29,147,"Nodaway County, MO",Feb-22,10998,10737,261,2.40000000
CN2914900000000,29,149,"Oregon County, MO",Feb-22,3812,3654,158,4.10000000
CN2915100000000,29,151,"Osage County, MO",Feb-22,6982,6824,158,2.30000000
CN2915300000000,29,153,"Ozark County, MO",Feb-22,3374,3166,208,6.20000000
CN2915500000000,29,155,"Pemiscot County, MO",Feb-22,5914,5546,368,6.20000000
CN2915700000000,29,157,"Perry County, MO",Feb-22,9681,9406,275,2.80000000
CN2915900000000,29,159,"Pettis County, MO",Feb-22,20064,19382,682,3.40000000
CN2916100000000,29,161,"Phelps County, MO",Feb-22,20125,19522,603,3.00000000
CN2916300000000,29,163,"Pike County, MO",Feb-22,7383,7121,262,3.50000000
CN2916500000000,29,165,"Platte County, MO",Feb-22,59953,57968,1985,3.30000000
CN2916700000000,29,167,"Polk County, MO",Feb-22,14862,14439,423,2.80000000
CN2916900000000,29,169,"Pulaski County, MO",Feb-22,14789,14249,540,3.70000000
CN2917100000000,29,171,"Putnam County, MO",Feb-22,2163,2103,60,2.80000000
CN2917300000000,29,173,"Ralls County, MO",Feb-22,5486,5306,180,3.30000000
CN2917500000000,29,175,"Randolph County, MO",Feb-22,10470,10102,368,3.50000000
CN2917700000000,29,177,"Ray County, MO",Feb-22,11293,10418,875,7.70000000
CN2917900000000,29,179,"Reynolds County, MO",Feb-22,2868,2767,101,3.50000000
CN2918100000000,29,181,"Ripley County, MO",Feb-22,5060,4831,229,4.50000000
CN2918300000000,29,183,"St. Charles County, MO",Feb-22,229269,222875,6394,2.80000000
CN2918500000000,29,185,"St. Clair County, MO",Feb-22,3835,3671,164,4.30000000
CN2918600000000,29,186,"Ste. Genevieve County, MO",Feb-22,9155,8879,276,3.00000000
CN2918700000000,29,187,"St. Francois County, MO",Feb-22,25900,24843,1057,4.10000000
CN2918900000000,29,189,"St. Louis County, MO",Feb-22,529126,510807,18319,3.50000000
CN2919500000000,29,195,"Saline County, MO",Feb-22,10599,10286,313,3.00000000
CN2919700000000,29,197,"Schuyler County, MO",Feb-22,1832,1747,85,4.60000000
CN2919900000000,29,199,"Scotland County, MO",Feb-22,2244,2184,60,2.70000000
CN2920100000000,29,201,"Scott County, MO",Feb-22,20217,19596,621,3.10000000
CN2920300000000,29,203,"Shannon County, MO",Feb-22,3265,3091,174,5.30000000
CN2920500000000,29,205,"Shelby County, MO",Feb-22,2970,2859,111,3.70000000
CN2920700000000,29,207,"Stoddard County, MO",Feb-22,13296,12789,507,3.80000000
CN2920900000000,29,209,"Stone County, MO",Feb-22,12571,11438,1133,9.00000000
CN2921100000000,29,211,"Sullivan County, MO",Feb-22,2632,2510,122,4.60000000
CN2921300000000,29,213,"Taney County, MO",Feb-22,24492,21718,2774,11.30000000
CN2921500000000,29,215,"Texas County, MO",Feb-22,9021,8640,381,4.20000000
CN2921700000000,29,217,"Vernon County, MO",Feb-22,9458,9197,261,2.80000000
CN2921900000000,29,219,"Warren County, MO",Feb-22,18865,18203,662,3.50000000
CN2922100000000,29,221,"Washington County, MO",Feb-22,10147,9668,479,4.70000000
CN2922300000000,29,223,"Wayne County, MO",Feb-22,4719,4493,226,4.80000000
CN2922500000000,29,225,"Webster County, MO",Feb-22,17733,17245,488,2.80000000
CN2922700000000,29,227,"Worth County, MO",Feb-22,1174,1149,25,2.10000000
CN2922900000000,29,229,"Wright County, MO",Feb-22,7656,7394,262,3.40000000
CN2951000000000,29,510,"St. Louis city, MO",Feb-22,150771,143294,7477,5.00000000
CN3000100000000,30,001,"Beaverhead County, MT",Feb-22,5208,5058,150,2.90000000
CN3000300000000,30,003,"Big Horn County, MT",Feb-22,4540,4261,279,6.10000000
CN3000500000000,30,005,"Blaine County, MT",Feb-22,2268,2190,78,3.40000000
CN3000700000000,30,007,"Broadwater County, MT",Feb-22,2702,2592,110,4.10000000
CN3000900000000,30,009,"Carbon County, MT",Feb-22,5775,5607,168,2.90000000
CN3001100000000,30,011,"Carter County, MT",Feb-22,653,638,15,2.30000000
CN3001300000000,30,013,"Cascade County, MT",Feb-22,38337,37254,1083,2.80000000
CN3001500000000,30,015,"Chouteau County, MT",Feb-22,2473,2416,57,2.30000000
CN3001700000000,30,017,"Custer County, MT",Feb-22,6307,6123,184,2.90000000
CN3001900000000,30,019,"Daniels County, MT",Feb-22,881,865,16,1.80000000
CN3002100000000,30,021,"Dawson County, MT",Feb-22,4544,4437,107,2.40000000
CN3002300000000,30,023,"Deer Lodge County, MT",Feb-22,5106,4954,152,3.00000000
CN3002500000000,30,025,"Fallon County, MT",Feb-22,1620,1589,31,1.90000000
CN3002700000000,30,027,"Fergus County, MT",Feb-22,5877,5668,209,3.60000000
CN3002900000000,30,029,"Flathead County, MT",Feb-22,51683,49722,1961,3.80000000
CN3003100000000,30,031,"Gallatin County, MT",Feb-22,75753,74270,1483,2.00000000
CN3003300000000,30,033,"Garfield County, MT",Feb-22,750,725,25,3.30000000
CN3003500000000,30,035,"Glacier County, MT",Feb-22,5476,5126,350,6.40000000
CN3003700000000,30,037,"Golden Valley County, MT",Feb-22,379,365,14,3.70000000
CN3003900000000,30,039,"Granite County, MT",Feb-22,1716,1632,84,4.90000000
CN3004100000000,30,041,"Hill County, MT",Feb-22,7594,7399,195,2.60000000
CN3004300000000,30,043,"Jefferson County, MT",Feb-22,5985,5813,172,2.90000000
CN3004500000000,30,045,"Judith Basin County, MT",Feb-22,975,949,26,2.70000000
CN3004700000000,30,047,"Lake County, MT",Feb-22,14228,13716,512,3.60000000
CN3004900000000,30,049,"Lewis and Clark County, MT",Feb-22,37757,36757,1000,2.60000000
CN3005100000000,30,051,"Liberty County, MT",Feb-22,993,970,23,2.30000000
CN3005300000000,30,053,"Lincoln County, MT",Feb-22,8091,7575,516,6.40000000
CN3005500000000,30,055,"McCone County, MT",Feb-22,983,964,19,1.90000000
CN3005700000000,30,057,"Madison County, MT",Feb-22,5289,5156,133,2.50000000
CN3005900000000,30,059,"Meagher County, MT",Feb-22,1076,1046,30,2.80000000
CN3006100000000,30,061,"Mineral County, MT",Feb-22,1869,1752,117,6.30000000
CN3006300000000,30,063,"Missoula County, MT",Feb-22,66668,64609,2059,3.10000000
CN3006500000000,30,065,"Musselshell County, MT",Feb-22,2385,2305,80,3.40000000
CN3006700000000,30,067,"Park County, MT",Feb-22,9087,8793,294,3.20000000
CN3006900000000,30,069,"Petroleum County, MT",Feb-22,279,270,9,3.20000000
CN3007100000000,30,071,"Phillips County, MT",Feb-22,1833,1761,72,3.90000000
CN3007300000000,30,073,"Pondera County, MT",Feb-22,2662,2591,71,2.70000000
CN3007500000000,30,075,"Powder River County, MT",Feb-22,987,961,26,2.60000000
CN3007700000000,30,077,"Powell County, MT",Feb-22,2961,2875,86,2.90000000
CN3007900000000,30,079,"Prairie County, MT",Feb-22,511,490,21,4.10000000
CN3008100000000,30,081,"Ravalli County, MT",Feb-22,21553,20783,770,3.60000000
CN3008300000000,30,083,"Richland County, MT",Feb-22,5979,5819,160,2.70000000
CN3008500000000,30,085,"Roosevelt County, MT",Feb-22,4335,4168,167,3.90000000
CN3008700000000,30,087,"Rosebud County, MT",Feb-22,3506,3374,132,3.80000000
CN3008900000000,30,089,"Sanders County, MT",Feb-22,5271,4977,294,5.60000000
CN3009100000000,30,091,"Sheridan County, MT",Feb-22,1788,1742,46,2.60000000
